State,County
missouri,phelps
missouri,pike
missouri,platte
missouri,pulaski
missouri,ralls
missouri,randolph
missouri,ray
missouri,reynolds
missouri,ripley
missouri,saline
missouri,scott
missouri,shelby
missouri,st.-charles
missouri,st.-francois
missouri,st.-louis
missouri,st.-louis-city
missouri,ste.-genevieve
missouri,stoddard
missouri,stone
missouri,taney
missouri,texas
missouri,unassigned
missouri,warren
missouri,webster
missouri,worth
missouri,wright
montana,beaverhead
montana,broadwater
montana,carbon
montana,cascade
montana,deer-lodge
montana,flathead
montana,gallatin
montana,glacier
montana,hill
montana,jefferson
montana,lake
montana,lewis-and-clark
montana,liberty
montana,lincoln
montana,madison
montana,meagher
montana,missoula
montana,musselshell
montana,park
montana,ravalli
montana,roosevelt
montana,silver-bow
montana,toole
montana,unassigned
montana,yellowstone
nebraska,adams
nebraska,antelope
nebraska,buffalo
nebraska,cass
nebraska,cherry
nebraska,cheyenne
nebraska,colfax
nebraska,cuming
nebraska,custer
nebraska,dawson
nebraska,dodge
nebraska,douglas
nebraska,gage
nebraska,gosper
nebraska,hall
nebraska,hamilton
nebraska,kearney
nebraska,kimball
nebraska,knox
nebraska,lancaster
nebraska,lincoln
nebraska,logan
nebraska,madison
nebraska,merrick
nebraska,nemaha
nebraska,otoe
nebraska,phelps
nebraska,platte
nebraska,sarpy
nebraska,saunders
nebraska,scotts-bluff
nebraska,seward
nebraska,stanton
nebraska,unassigned
nebraska,washington
nebraska,york
nevada,carson-city
nevada,clark
nevada,douglas
nevada,elko
nevada,humboldt
nevada,lyon
nevada,nye
nevada,unassigned
nevada,washoe
nevada,white-pine
new-hampshire,belknap
new-hampshire,carroll
new-hampshire,cheshire
new-hampshire,coos
new-hampshire,grafton
new-hampshire,hillsborough
new-hampshire,merrimack
new-hampshire,rockingham
new-hampshire,strafford
new-hampshire,sullivan
new-hampshire,unassigned
new-jersey,atlantic
new-jersey,bergen
new-jersey,burlington
new-jersey,camden
new-jersey,cape-may
new-jersey,cumberland
new-jersey,essex
new-jersey,gloucester
new-jersey,hudson
new-jersey,hunterdon
new-jersey,mercer
new-jersey,middlesex
new-jersey,monmouth
new-jersey,morris
new-jersey,ocean
new-jersey,passaic
new-jersey,salem
new-jersey,somerset
new-jersey,sussex
new-jersey,unassigned
new-jersey,union
new-jersey,warren
new-mexico,bernalillo
new-mexico,catron
new-mexico,chaves
new-mexico,cibola
new-mexico,curry
new-mexico,dona-ana
new-mexico,eddy
new-mexico,grant
new-mexico,lea
new-mexico,lincoln
new-mexico,los-alamos
new-mexico,mckinley
new-mexico,otero
new-mexico,rio-arriba
new-mexico,roosevelt
new-mexico,san-juan
new-mexico,san-miguel
new-mexico,sandoval
new-mexico,santa-fe
new-mexico,socorro
new-mexico,taos
new-mexico,torrance
new-mexico,unassigned
new-mexico,valencia
new-york,albany
new-york,allegany
new-york,broome
new-york,cattaraugus
new-york,cayuga
new-york,chautauqua
new-york,chemung
new-york,chenango
new-york,clinton
new-york,columbia
new-york,cortland
new-york,delaware
new-york,dutchess
new-york,erie
new-york,essex
new-york,franklin
new-york,fulton
new-york,genesee
new-york,greene
new-york,hamilton
new-york,herkimer
new-york,jefferson
new-york,lewis
new-york,livingston
new-york,madison
new-york,monroe
new-york,montgomery
new-york,nassau
new-york,new-york-city
new-york,niagara
new-york,oneida
new-york,onondaga
new-york,ontario
new-york,orange
new-york,orleans
new-york,oswego
new-york,otsego
new-york,putnam
new-york,rensselaer
new-york,rockland
new-york,saratoga
new-york,schenectady
new-york,schoharie
new-york,schuyler
new-york,seneca
new-york,st.-lawrence
new-york,steuben
new-york,suffolk
new-york,sullivan
new-york,tioga
new-york,tompkins
new-york,ulster
new-york,unassigned
new-york,warren
new-york,washington
new-york,wayne
new-york,westchester
new-york,wyoming
new-york,yates
north-carolina,alamance
north-carolina,alexander
north-carolina,alleghany
north-carolina,anson
north-carolina,ashe
north-carolina,beaufort
north-carolina,bertie
north-carolina,bladen
north-carolina,brunswick
north-carolina,buncombe
north-carolina,burke
north-carolina,cabarrus
north-carolina,caldwell
north-carolina,carteret
north-carolina,caswell
north-carolina,catawba
north-carolina,chatham
north-carolina,cherokee
north-carolina,chowan
north-carolina,clay
north-carolina,cleveland
north-carolina,columbus
north-carolina,craven
north-carolina,cumberland
north-carolina,currituck
north-carolina,dare
north-carolina,davidson
north-carolina,davie
north-carolina,duplin
north-carolina,durham
north-carolina,edgecombe
north-carolina,forsyth
north-carolina,franklin
north-carolina,gaston
north-carolina,gates
north-carolina,granville
north-carolina,greene
north-carolina,guilford
north-carolina,halifax
north-carolina,harnett
north-carolina,haywood
north-carolina,henderson
north-carolina,hertford
north-carolina,hoke
north-carolina,iredell
north-carolina,jackson
north-carolina,johnston
north-carolina,lee
north-carolina,lenoir
north-carolina,lincoln
north-carolina,macon
north-carolina,martin
north-carolina,mcdowell
north-carolina,mecklenburg
north-carolina,mitchell
north-carolina,montgomery
north-carolina,moore
north-carolina,nash
north-carolina,new-hanover
north-carolina,northampton
north-carolina,onslow
north-carolina,orange
north-carolina,pamlico
north-carolina,pasquotank
north-carolina,pender
north-carolina,perquimans
north-carolina,person
north-carolina,pitt
north-carolina,polk
north-carolina,randolph
north-carolina,richmond
north-carolina,robeson
north-carolina,rockingham
north-carolina,rowan
north-carolina,rutherford
north-carolina,sampson
north-carolina,scotland
north-carolina,stanly
north-carolina,stokes
north-carolina,surry
north-carolina,swain
north-carolina,transylvania
north-carolina,union
north-carolina,vance
north-carolina,wake
north-carolina,warren
north-carolina,washington
north-carolina,watauga
north-carolina,wayne
north-carolina,wilkes
north-carolina,wilson
north-carolina,yadkin
north-dakota,barnes
north-dakota,burke
north-dakota,burleigh
north-dakota,cass
north-dakota,divide
north-dakota,dunn
north-dakota,eddy
north-dakota,emmons
north-dakota,foster
north-dakota,grand-forks
north-dakota,grant
north-dakota,mchenry
north-dakota,mcintosh
north-dakota,mckenzie
north-dakota,mclean
north-dakota,mercer
north-dakota,morton
north-dakota,mountrail
north-dakota,oliver
north-dakota,pierce
north-dakota,ramsey
north-dakota,rolette
north-dakota,sioux
north-dakota,slope
north-dakota,stark
north-dakota,unassigned
north-dakota,walsh
north-dakota,ward
north-dakota,williams
northern-mariana-islands,unassigned
northern-mariana-islands,
ohio,adams
ohio,allen
ohio,ashland
ohio,ashtabula
ohio,athens
ohio,auglaize
ohio,belmont
ohio,brown
ohio,butler
ohio,carroll
ohio,champaign
ohio,clark
ohio,clermont
ohio,clinton
ohio,columbiana
ohio,coshocton
ohio,crawford
ohio,cuyahoga
ohio,darke
ohio,defiance
ohio,delaware
ohio,erie
ohio,fairfield
ohio,fayette
ohio,franklin
ohio,fulton
ohio,gallia
ohio,geauga
ohio,greene
ohio,guernsey
ohio,hamilton
ohio,hancock
ohio,hardin
ohio,highland
ohio,holmes
ohio,huron
ohio,jefferson
ohio,knox
ohio,lake
ohio,lawrence
ohio,licking
ohio,logan
ohio,lorain
ohio,lucas
ohio,madison
ohio,mahoning
ohio,marion
ohio,medina
ohio,mercer
ohio,miami
ohio,monroe
ohio,montgomery
ohio,morgan
ohio,morrow
ohio,muskingum
ohio,ottawa
ohio,paulding
ohio,perry
ohio,pickaway
ohio,pike
ohio,portage
ohio,preble
ohio,putnam
ohio,richland
ohio,ross
ohio,sandusky
ohio,scioto
ohio,seneca
ohio,shelby
ohio,stark
ohio,summit
ohio,trumbull
ohio,tuscarawas
ohio,unassigned
ohio,union
ohio,van-wert
ohio,warren
ohio,washington
ohio,wayne
ohio,williams
ohio,wood
ohio,wyandot
oklahoma,adair
oklahoma,atoka
oklahoma,beckham
oklahoma,bryan
oklahoma,caddo
oklahoma,canadian
oklahoma,carter
oklahoma,cherokee
oklahoma,choctaw
oklahoma,cleveland
oklahoma,comanche
oklahoma,cotton
oklahoma,craig
oklahoma,creek
oklahoma,custer
oklahoma,delaware
oklahoma,garfield
oklahoma,garvin
oklahoma,grady
oklahoma,grant
oklahoma,greer
oklahoma,jackson
oklahoma,jefferson
oklahoma,kay
oklahoma,kingfisher
oklahoma,kiowa
oklahoma,latimer
oklahoma,le-flore
oklahoma,lincoln
oklahoma,logan
oklahoma,love
oklahoma,major
oklahoma,mayes
oklahoma,mcclain
oklahoma,mccurtain
oklahoma,mcintosh
oklahoma,muskogee
oklahoma,noble
oklahoma,nowata
oklahoma,oklahoma
oklahoma,okmulgee
oklahoma,osage
oklahoma,ottawa
oklahoma,out-of-ok
oklahoma,pawnee
oklahoma,payne
oklahoma,pittsburg
oklahoma,pontotoc
oklahoma,pottawatomie
oklahoma,rogers
oklahoma,seminole
oklahoma,sequoyah
oklahoma,stephens
oklahoma,texas
oklahoma,tillman
oklahoma,tulsa
oklahoma,unassigned
oklahoma,wagoner
oklahoma,washington
oklahoma,washita
oklahoma,woodward
oregon,benton
oregon,clackamas
oregon,clatsop
oregon,columbia
oregon,crook
oregon,deschutes
oregon,douglas
oregon,grant
oregon,hood-river
oregon,jackson
oregon,josephine
oregon,klamath
oregon,lane
oregon,lincoln
oregon,linn
oregon,malheur
oregon,marion
oregon,morrow
oregon,multnomah
oregon,polk
oregon,sherman
oregon,tillamook
oregon,umatilla
oregon,union
oregon,wallowa
oregon,wasco
oregon,washington
oregon,yamhill
pennsylvania,adams
pennsylvania,allegheny
pennsylvania,armstrong
pennsylvania,beaver
pennsylvania,bedford
pennsylvania,berks
pennsylvania,blair
pennsylvania,bradford
pennsylvania,bucks
pennsylvania,butler
pennsylvania,cambria
pennsylvania,cameron
pennsylvania,carbon
pennsylvania,centre
pennsylvania,chester
pennsylvania,clarion
pennsylvania,clearfield
pennsylvania,clinton
pennsylvania,columbia
pennsylvania,crawford
pennsylvania,cumberland
pennsylvania,dauphin
pennsylvania,delaware
pennsylvania,erie
pennsylvania,fayette
pennsylvania,forest
pennsylvania,franklin
pennsylvania,fulton
pennsylvania,greene
pennsylvania,huntingdon
pennsylvania,indiana
pennsylvania,juniata
pennsylvania,lackawanna
pennsylvania,lancaster
pennsylvania,lawrence
pennsylvania,lebanon
pennsylvania,lehigh
pennsylvania,luzerne
pennsylvania,lycoming
pennsylvania,mckean
pennsylvania,mercer
pennsylvania,mifflin
pennsylvania,monroe
pennsylvania,montgomery
pennsylvania,montour
pennsylvania,northampton
pennsylvania,northumberland
pennsylvania,perry
pennsylvania,philadelphia
pennsylvania,pike
pennsylvania,potter
pennsylvania,schuylkill
pennsylvania,snyder
pennsylvania,somerset
pennsylvania,sullivan
pennsylvania,susquehanna
pennsylvania,tioga
pennsylvania,union
pennsylvania,venango
pennsylvania,warren
pennsylvania,washington
pennsylvania,wayne
pennsylvania,westmoreland
pennsylvania,wyoming
pennsylvania,york
puerto-rico,
recovered,
rhode-island,bristol
rhode-island,kent
rhode-island,newport
rhode-island,providence
rhode-island,unassigned
rhode-island,washington
south-carolina,abbeville
south-carolina,aiken
south-carolina,allendale
south-carolina,anderson
south-carolina,bamberg
south-carolina,barnwell
south-carolina,beaufort
south-carolina,berkeley
south-carolina,calhoun
south-carolina,charleston
south-carolina,cherokee
south-carolina,chester
south-carolina,chesterfield
south-carolina,clarendon
south-carolina,colleton
south-carolina,darlington
south-carolina,dillon
south-carolina,dorchester
south-carolina,edgefield
south-carolina,fairfield
south-carolina,florence
south-carolina,georgetown
south-carolina,greenville
south-carolina,greenwood
south-carolina,hampton
south-carolina,horry
south-carolina,jasper
south-carolina,kershaw
south-carolina,lancaster
south-carolina,laurens
south-carolina,lee
south-carolina,lexington
south-carolina,marion
south-carolina,marlboro
south-carolina,mccormick
south-carolina,newberry
south-carolina,oconee
south-carolina,orangeburg
south-carolina,pickens
south-carolina,richland
south-carolina,saluda
south-carolina,spartanburg
south-carolina,sumter
south-carolina,union
south-carolina,williamsburg
south-carolina,york
south-dakota,aurora
south-dakota,beadle
south-dakota,bon-homme
south-dakota,brookings
south-dakota,brown
south-dakota,butte
south-dakota,charles-mix
south-dakota,clark
south-dakota,clay
south-dakota,codington
south-dakota,davison
south-dakota,deuel
south-dakota,fall-river
south-dakota,faulk
south-dakota,hamlin
south-dakota,hughes
south-dakota,hutchinson
south-dakota,kingsbury
south-dakota,lake
south-dakota,lawrence
south-dakota,lincoln
south-dakota,lyman
south-dakota,marshall
south-dakota,mccook
south-dakota,meade
south-dakota,minnehaha
south-dakota,pennington
south-dakota,roberts
south-dakota,spink
south-dakota,todd
south-dakota,turner
south-dakota,unassigned
south-dakota,union
south-dakota,yankton
tennessee,anderson
tennessee,bedford
tennessee,benton
tennessee,bledsoe
tennessee,blount
tennessee,bradley
tennessee,campbell
tennessee,cannon
tennessee,carroll
tennessee,carter
tennessee,cheatham
tennessee,chester
tennessee,claiborne
tennessee,clay
tennessee,cocke
tennessee,coffee
tennessee,crockett
tennessee,cumberland
tennessee,davidson
tennessee,decatur
tennessee,dekalb
tennessee,dickson
tennessee,dyer
tennessee,fayette
tennessee,fentress
tennessee,franklin
tennessee,gibson
tennessee,giles
tennessee,grainger
tennessee,greene
tennessee,grundy
tennessee,hamblen
tennessee,hamilton
tennessee,hancock
tennessee,hardeman
tennessee,hardin
tennessee,hawkins
tennessee,haywood
tennessee,henderson
tennessee,henry
tennessee,hickman
tennessee,houston
tennessee,humphreys
tennessee,jackson
tennessee,jefferson
tennessee,johnson
tennessee,knox
tennessee,lake
tennessee,lauderdale
tennessee,lawrence
tennessee,lewis
tennessee,lincoln
tennessee,loudon
tennessee,macon
tennessee,madison
tennessee,marion
tennessee,marshall
tennessee,maury
tennessee,mcminn
tennessee,mcnairy
tennessee,meigs
tennessee,monroe
tennessee,montgomery
tennessee,moore
tennessee,morgan
tennessee,obion
tennessee,out-of-tn
tennessee,overton
tennessee,perry
tennessee,pickett
tennessee,polk
tennessee,putnam
tennessee,rhea
tennessee,roane
tennessee,robertson
tennessee,rutherford
tennessee,scott
tennessee,sequatchie
tennessee,sevier
tennessee,shelby
tennessee,smith
tennessee,stewart
tennessee,sullivan
tennessee,sumner
tennessee,tipton
tennessee,trousdale
tennessee,unassigned
tennessee,unicoi
tennessee,union
tennessee,van-buren
tennessee,warren
tennessee,washington
tennessee,wayne
tennessee,weakley
tennessee,white
tennessee,williamson
tennessee,wilson
texas,anderson
texas,andrews
texas,angelina
texas,aransas
texas,atascosa
texas,austin
texas,bastrop
texas,bell
texas,bexar
texas,blanco
texas,bowie
texas,brazoria
texas,brazos
texas,brown
texas,burleson
texas,burnet
texas,caldwell
texas,calhoun
texas,cameron
texas,camp
texas,cass
texas,castro
texas,chambers
texas,cherokee
texas,clay
texas,collin
texas,colorado
texas,comal
texas,comanche
texas,coryell
texas,crane
texas,crosby
texas,dallam
texas,dallas
texas,dawson
texas,deaf-smith
texas,denton
texas,dewitt
texas,donley
texas,eastland
texas,ector
texas,el-paso
texas,ellis
texas,erath
texas,falls
texas,fannin
texas,fayette
texas,fort-bend
texas,franklin
texas,gaines
texas,galveston
texas,gillespie
texas,goliad
texas,gonzales
texas,gray
texas,grayson
texas,gregg
texas,grimes
texas,guadalupe
texas,hale
texas,hansford
texas,hardin
texas,harris
texas,harrison
texas,hays
texas,hemphill
texas,henderson
texas,hidalgo
texas,hill
texas,hockley
texas,hood
texas,hopkins
texas,hunt
texas,hutchinson
texas,jackson
texas,jasper
texas,jefferson
texas,jim-wells
texas,johnson
texas,karnes
texas,kaufman
texas,kendall
texas,kerr
texas,kleberg
texas,lamar
texas,lamb
texas,lampasas
texas,lavaca
texas,lee
texas,leon
texas,liberty
texas,limestone
texas,live-oak
texas,llano
texas,lubbock
texas,lynn
texas,martin
texas,mason
texas,matagorda
texas,maverick
texas,mclennan
texas,medina
texas,midland
texas,milam
texas,montague
texas,montgomery
texas,moore
texas,morris
texas,nacogdoches
texas,navarro
texas,newton
texas,nueces
texas,oldham
texas,orange
texas,palo-pinto
texas,panola
texas,parker
texas,pecos
texas,polk
texas,potter
texas,randall
texas,reeves
texas,robertson
texas,rockwall
texas,rusk
texas,san-augustine
texas,san-jacinto
texas,san-patricio
texas,shelby
texas,smith
texas,starr
texas,swisher
texas,tarrant
texas,taylor
texas,terry
texas,titus
texas,tom-green
texas,travis
texas,trinity
texas,tyler
texas,upshur
texas,uvalde
texas,val-verde
texas,van-zandt
texas,victoria
texas,walker
texas,waller
texas,washington
texas,webb
texas,wharton
texas,wichita
texas,willacy
texas,williamson
texas,wilson
texas,wise
texas,wood
texas,young
texas,zapata
utah,box-elder
utah,cache
utah,carbon
utah,davis
utah,duchesne
utah,emery
utah,garfield
utah,grand
utah,iron
utah,kane
utah,salt-lake
utah,san-juan
utah,summit
utah,tooele
utah,uintah
utah,unassigned
utah,utah
utah,wasatch
utah,washington
utah,washington-county
utah,weber
vermont,addison
vermont,bennington
vermont,caledonia
vermont,chittenden
vermont,franklin
vermont,lamoille
vermont,orange
vermont,orleans
vermont,rutland
vermont,unassigned
vermont,washington
vermont,windham
vermont,windsor
virgin-islands,
virginia,accomack
virginia,albemarle
virginia,alexandria
virginia,alleghany
virginia,amelia
virginia,amherst
virginia,appomattox
virginia,arlington
virginia,augusta
virginia,bath
virginia,bedford
virginia,bland
virginia,botetourt
virginia,bristol
virginia,brunswick
virginia,buchanan
virginia,buckingham
virginia,buena-vista
virginia,campbell
virginia,caroline
virginia,carroll
virginia,charles-city
virginia,charlotte
virginia,charlottesville
virginia,chesapeake
virginia,chesterfield
virginia,clarke
virginia,colonial-heights
virginia,covington
virginia,culpeper
virginia,cumberland
virginia,danville
virginia,dickenson
virginia,dinwiddie
virginia,emporia
virginia,essex
virginia,fairfax
virginia,fairfax-city
virginia,falls-church
virginia,fauquier
virginia,floyd
virginia,fluvanna
virginia,franklin
virginia,franklin-city
virginia,frederick
virginia,fredericksburg
virginia,galax
virginia,giles
virginia,gloucester
virginia,goochland
virginia,grayson
virginia,greene
virginia,greensville
virginia,halifax
virginia,hampton
virginia,hanover
virginia,harrisonburg
virginia,henrico
virginia,henry
virginia,highland
virginia,hopewell
virginia,isle-of-wight
virginia,james-city
virginia,king-and-queen
virginia,king-george
virginia,king-william
virginia,lancaster
virginia,lee
virginia,lexington
virginia,loudoun
virginia,louisa
virginia,lunenburg
virginia,lynchburg
virginia,madison
virginia,manassas
virginia,manassas-park
virginia,martinsville
virginia,mathews
virginia,mecklenburg
virginia,middlesex
virginia,montgomery
virginia,nelson
virginia,new-kent
virginia,newport-news
virginia,norfolk
virginia,northampton
virginia,northumberland
virginia,norton
virginia,nottoway
virginia,orange
virginia,page
virginia,patrick
virginia,petersburg
virginia,pittsylvania
virginia,poquoson
virginia,portsmouth
virginia,powhatan
virginia,prince-edward
virginia,prince-george
virginia,prince-william
virginia,pulaski
virginia,radford
virginia,rappahannock
virginia,richmond
virginia,richmond-city
virginia,roanoke
virginia,roanoke-city
virginia,rockbridge
virginia,rockingham
virginia,russell
virginia,salem
virginia,scott
virginia,shenandoah
virginia,smyth
virginia,southampton
virginia,spotsylvania
virginia,stafford
virginia,staunton
virginia,suffolk
virginia,surry
virginia,sussex
virginia,tazewell
virginia,unassigned
virginia,virginia-beach
virginia,warren
virginia,washington
virginia,waynesboro
virginia,westmoreland
virginia,williamsburg
virginia,winchester
virginia,wise
virginia,wythe
virginia,york
washington,adams
washington,asotin
washington,benton
washington,chelan
washington,clallam
washington,clark
washington,columbia
washington,cowlitz
washington,douglas
washington,ferry
washington,franklin
washington,grant
washington,grays-harbor
washington,island
washington,jefferson
washington,king
washington,kitsap
washington,kittitas
washington,klickitat
washington,lewis
washington,lincoln
washington,mason
washington,okanogan
washington,pend-oreille
washington,pierce
washington,san-juan
washington,skagit
washington,skamania
washington,snohomish
washington,spokane
washington,stevens
washington,thurston
washington,unassigned
washington,wahkiakum
washington,walla-walla
washington,whatcom
washington,whitman
washington,yakima
west-virginia,barbour
west-virginia,berkeley
west-virginia,cabell
west-virginia,greenbrier
west-virginia,hancock
west-virginia,hardy
west-virginia,harrison
west-virginia,jackson
west-virginia,jefferson
west-virginia,kanawha
west-virginia,lewis
west-virginia,logan
west-virginia,marion
west-virginia,marshall
west-virginia,mason
west-virginia,mercer
west-virginia,mineral
west-virginia,monongalia
west-virginia,morgan
west-virginia,ohio
west-virginia,pendleton
west-virginia,pleasants
west-virginia,preston
west-virginia,putnam
west-virginia,raleigh
west-virginia,randolph
west-virginia,roane
west-virginia,taylor
west-virginia,tucker
west-virginia,upshur
west-virginia,wetzel
west-virginia,wirt
west-virginia,wood
wisconsin,adams
wisconsin,ashland
wisconsin,barron
wisconsin,bayfield
wisconsin,brown
wisconsin,buffalo
wisconsin,calumet
wisconsin,chippewa
wisconsin,clark
wisconsin,columbia
wisconsin,crawford
wisconsin,dane
wisconsin,dodge
wisconsin,door
wisconsin,douglas
wisconsin,dunn
wisconsin,eau-claire
wisconsin,florence
wisconsin,fond-du-lac
wisconsin,grant
wisconsin,green
wisconsin,iowa
wisconsin,iron
wisconsin,jackson
wisconsin,jefferson
wisconsin,juneau
wisconsin,kenosha
wisconsin,kewaunee
wisconsin,la-crosse
wisconsin,manitowoc
wisconsin,marathon
wisconsin,marinette
wisconsin,marquette
wisconsin,menominee
wisconsin,milwaukee
wisconsin,monroe
wisconsin,oconto
wisconsin,oneida
wisconsin,outagamie
wisconsin,ozaukee
wisconsin,pepin
wisconsin,pierce
wisconsin,portage
wisconsin,racine
wisconsin,richland
wisconsin,rock
wisconsin,rusk
wisconsin,sauk
wisconsin,shawano
wisconsin,sheboygan
wisconsin,st.-croix
wisconsin,trempealeau
wisconsin,unassigned
wisconsin,vilas
wisconsin,walworth
wisconsin,washington
wisconsin,waukesha
wisconsin,waupaca
wisconsin,waushara
wisconsin,winnebago
wisconsin,wood
wyoming,albany
wyoming,campbell
wyoming,carbon
wyoming,converse
wyoming,crook
wyoming,fremont
wyoming,goshen
wyoming,johnson
wyoming,laramie
wyoming,lincoln
wyoming,natrona
wyoming,park
wyoming,sheridan
wyoming,sublette
wyoming,sweetwater
wyoming,teton
wyoming,uinta
wyoming,unassigned
wyoming,washakie
